"client_employee_id"|"department_id"|"department_name"|"home_department_id"|"home_department_name"|"pay_code"|"punch_in_comment"|"punch_out_comment"|"hours_worked"|"punch_apply_date"|"punch_in_datetime"|"punch_out_datetime"|"scheduled_start_datetime"|"scheduled_end_datetime"
"104896"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 15:00:00.000|2025-10-14 23:30:00.000||
"104896"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 15:00:00.000|2025-10-16 23:30:00.000||
"104903"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 16:00:00.000||
"104903"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 16:00:00.000||
"104903"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 16:00:00.000||
"104903"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 16:00:00.000||
"104910"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-06"|2025-10-06 18:00:00.000|2025-10-06 23:30:00.000||
"104910"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-09"|2025-10-09 18:00:00.000|2025-10-09 23:30:00.000||
"104910"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-11"|2025-10-11 18:00:00.000|2025-10-11 23:30:00.000||
"104910"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-13"|2025-10-13 18:00:00.000|2025-10-13 23:30:00.000||
"104925"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"104925"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:30:00.000||
"104925"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 16:30:00.000||
"104925"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:30:00.000||
"104930"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 07:00:00.000|2025-10-05 15:30:00.000||
"104930"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"104930"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 07:00:00.000|2025-10-12 15:30:00.000||
"104930"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:00:00.000|2025-10-14 15:30:00.000||
"104934"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 15:00:00.000|2025-10-05 23:30:00.000||
"104934"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 15:00:00.000|2025-10-13 23:30:00.000||
"104938"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 13:00:00.000||
"104938"|||||Hourly|[NULL]|[NULL]|9.25|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 17:15:00.000||
"104938"|||||Hourly|[NULL]|[NULL]|9.25|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 17:15:00.000||
"104938"|||||Hourly|[NULL]|[NULL]|9.25|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 17:15:00.000||
"104938"|||||Hourly|[NULL]|[NULL]|9.25|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 17:15:00.000||
"104949"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 16:00:00.000||
"104949"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"104949"|||||Hourly|[NULL]|[NULL]|8.75|"2025-10-14"|2025-10-14 07:15:00.000|2025-10-14 16:00:00.000||
"104949"|||||Hourly|[NULL]|[NULL]|8.75|"2025-10-16"|2025-10-16 07:15:00.000|2025-10-16 16:00:00.000||
"104961"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"104961"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 07:00:00.000|2025-10-09 15:30:00.000||
"104961"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 07:00:00.000|2025-10-11 15:30:00.000||
"104961"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:00:00.000|2025-10-15 15:30:00.000||
"104973"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:00:00.000||
"104973"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"104973"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"104973"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"104980"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 15:00:00.000|2025-10-07 23:30:00.000||
"104980"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 15:00:00.000|2025-10-09 23:30:00.000||
"104980"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 15:00:00.000|2025-10-11 23:30:00.000||
"104980"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 15:00:00.000|2025-10-15 23:30:00.000||
"104984"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:00:00.000||
"104984"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"104984"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"104984"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"104987"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 15:00:00.000|2025-10-07 23:30:00.000||
"104987"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 15:00:00.000|2025-10-11 23:30:00.000||
"104987"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 15:00:00.000|2025-10-13 23:30:00.000||
"104987"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 15:00:00.000|2025-10-15 23:30:00.000||
"104989"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 23:00:00.000|2025-10-07 07:30:00.000||
"104989"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 23:00:00.000|2025-10-09 07:30:00.000||
"104989"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 23:00:00.000|2025-10-13 07:30:00.000||
"104989"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 23:00:00.000|2025-10-15 07:30:00.000||
"104989"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 23:00:00.000|2025-10-17 07:30:00.000||
"105014"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:00:00.000||
"105014"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"105014"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"105014"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"105018"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:00:00.000|2025-10-06 15:30:00.000||
"105018"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:00:00.000|2025-10-08 15:30:00.000||
"105018"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:00:00.000|2025-10-10 15:30:00.000||
"105018"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:00:00.000|2025-10-14 15:30:00.000||
"105018"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:00:00.000|2025-10-16 15:30:00.000||
"105020"|||||Hourly|[NULL]|[NULL]|4.00|"2025-10-04"|2025-10-04 07:00:00.000|2025-10-04 11:00:00.000||
"105020"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"105020"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:00:00.000|2025-10-13 15:30:00.000||
"105079"|||||Per Diem|[NULL]|[NULL]|8.00|"2025-10-09"|2025-10-09 15:00:00.000|2025-10-09 23:00:00.000||
"105079"|||||Per Diem|[NULL]|[NULL]|8.00|"2025-10-11"|2025-10-11 15:00:00.000|2025-10-11 23:00:00.000||
"105080"|||||Hourly|[NULL]|[NULL]|4.50|"2025-10-05"|2025-10-05 19:00:00.000|2025-10-05 23:30:00.000||
"105080"|||||Hourly|[NULL]|[NULL]|4.50|"2025-10-09"|2025-10-09 19:00:00.000|2025-10-09 23:30:00.000||
"105080"|||||Hourly|[NULL]|[NULL]|4.50|"2025-10-13"|2025-10-13 19:00:00.000|2025-10-13 23:30:00.000||
"105080"|||||Hourly|[NULL]|[NULL]|4.50|"2025-10-15"|2025-10-15 19:00:00.000|2025-10-15 23:30:00.000||
"105082"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 09:30:00.000|2025-10-06 18:00:00.000||
"105082"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 09:30:00.000|2025-10-08 18:00:00.000||
"105082"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 09:30:00.000|2025-10-10 18:00:00.000||
"105082"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 09:30:00.000|2025-10-15 18:00:00.000||
"105090"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:00:00.000||
"105090"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"105090"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"105090"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"105090"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"105093"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:00:00.000|2025-10-10 15:30:00.000||
"105093"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 07:00:00.000|2025-10-12 15:30:00.000||
"105093"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:00:00.000|2025-10-14 15:30:00.000||
"105093"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:00:00.000|2025-10-16 15:30:00.000||
"105104"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:30:00.000||
"105104"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:30:00.000||
"105104"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 10:30:00.000|2025-10-16 19:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-07"|2025-10-07 23:00:00.000|2025-10-08 07:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-12"|2025-10-12 15:00:00.000|2025-10-12 23:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-13"|2025-10-13 23:00:00.000|2025-10-14 07:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-15"|2025-10-15 23:00:00.000|2025-10-16 07:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|16.00|"2025-10-10"|2025-10-10 15:00:00.000|2025-10-11 07:00:00.000||
"105105"|||||Hourly|[NULL]|[NULL]|16.00|"2025-10-16"|2025-10-16 15:00:00.000|2025-10-17 07:00:00.000||
"105134"|||||Hourly|[NULL]|[NULL]|9.50|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 17:30:00.000||
"105134"|||||Hourly|[NULL]|[NULL]|9.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 17:30:00.000||
"105134"|||||Hourly|[NULL]|[NULL]|10.00|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 18:00:00.000||
"105134"|||||Hourly|[NULL]|[NULL]|10.00|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 18:00:00.000||
"105136"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 14:30:00.000|2025-10-05 23:00:00.000||
"105136"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 14:30:00.000|2025-10-10 23:00:00.000||
"105136"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 14:30:00.000|2025-10-12 23:00:00.000||
"105152"|||||Per Diem|[NULL]|[NULL]|4.00|"2025-10-04"|2025-10-04 08:00:00.000|2025-10-04 12:00:00.000||
"105165"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-04"|2025-10-04 23:00:00.000|2025-10-05 07:30:00.000||
"105165"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 23:00:00.000|2025-10-11 07:30:00.000||
"105173"|||||Hourly|[NULL]|[NULL]|7.00|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 15:30:00.000||
"105173"|||||Hourly|[NULL]|[NULL]|9.00|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:30:00.000||
"105173"|||||Hourly|[NULL]|[NULL]|9.00|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:30:00.000||
"105173"|||||Hourly|[NULL]|[NULL]|9.00|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:30:00.000||
"105184"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"105184"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:30:00.000||
"105184"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 16:30:00.000||
"105184"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:30:00.000||
"105186"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:30:00.000|2025-10-07 17:00:00.000||
"105186"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"105186"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"105186"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"105200"|||||Per Diem|[NULL]|[NULL]|8.00|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:00:00.000||
"105200"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"105200"|||||Per Diem|[NULL]|[NULL]|8.75|"2025-10-08"|2025-10-08 08:30:00.000|2025-10-08 17:15:00.000||
"105200"|||||Per Diem|[NULL]|[NULL]|8.75|"2025-10-14"|2025-10-14 08:30:00.000|2025-10-14 17:15:00.000||
"105203"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 06:30:00.000|2025-10-06 15:00:00.000||
"105203"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 06:30:00.000|2025-10-08 15:00:00.000||
"105203"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 06:30:00.000|2025-10-10 15:00:00.000||
"105203"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 06:30:00.000|2025-10-14 15:00:00.000||
"105203"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 06:30:00.000|2025-10-16 15:00:00.000||
"105206"|||||Per Diem|[NULL]|[NULL]|4.00|"2025-10-12"|2025-10-12 08:00:00.000|2025-10-12 12:00:00.000||
"105210"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 13:00:00.000||
"105210"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 13:00:00.000||
"105210"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-09"|2025-10-09 07:30:00.000|2025-10-09 13:00:00.000||
"105210"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 13:00:00.000||
"105210"|||||Hourly|[NULL]|[NULL]|5.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 13:00:00.000||
"105212"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:30:00.000|2025-10-06 17:00:00.000||
"105212"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:30:00.000|2025-10-08 17:00:00.000||
"105212"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:30:00.000|2025-10-10 17:00:00.000||
"105212"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:30:00.000|2025-10-14 17:00:00.000||
"105212"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:30:00.000|2025-10-16 17:00:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|7.00|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 14:00:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:00:00.000|2025-10-06 15:30:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:00:00.000|2025-10-08 15:30:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:00:00.000|2025-10-10 15:30:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:00:00.000|2025-10-14 15:30:00.000||
"105238"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:00:00.000|2025-10-16 15:30:00.000||
"105257"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 09:30:00.000|2025-10-07 18:00:00.000||
"105257"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 09:30:00.000|2025-10-09 18:00:00.000||
"105257"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 09:30:00.000|2025-10-13 18:00:00.000||
"105257"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 09:30:00.000|2025-10-15 18:00:00.000||
"105268"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 06:00:00.000|2025-10-07 14:30:00.000||
"105268"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 06:00:00.000|2025-10-11 14:30:00.000||
"105268"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 06:00:00.000|2025-10-13 14:30:00.000||
"105268"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 06:00:00.000|2025-10-15 14:30:00.000||
"105285"|||||SEIU 8|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"105285"|||||SEIU 8|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 07:00:00.000|2025-10-09 15:30:00.000||
"105285"|||||SEIU 8|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 07:00:00.000|2025-10-11 15:30:00.000||
"105285"|||||SEIU 8|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:00:00.000|2025-10-13 15:30:00.000||
"105285"|||||SEIU 8|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:00:00.000|2025-10-15 15:30:00.000||
"105286"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 12:30:00.000|2025-10-06 21:00:00.000||
